,latitude,longitude
720,28.451222,-16.255689
721,28.451661,-16.256212
722,28.451527,-16.255337
723,28.451461,-16.255837
724,28.451691,-16.256337
725,28.451625,-16.256664
726,28.451977,-16.257128
727,28.45168,-16.256384
728,28.464833,-16.26616
729,28.456118,-16.251311
730,28.45608,-16.251354
731,28.45608,-16.251354
732,28.452328,-16.230947
733,28.455778,-16.250002
734,28.46987,-16.252148
735,28.464475,-16.26195
736,28.468323,-16.24998
737,28.468323,-16.24998
738,28.468323,-16.24998
739,28.468323,-16.24998
740,28.468323,-16.24998
741,28.468323,-16.24998
742,28.46522,-16.252877
743,28.46522,-16.252877
744,28.467446,-16.247234
745,28.467446,-16.247234
746,28.467446,-16.247234
747,28.467446,-16.247234
748,28.455976,-16.252298
749,28.455976,-16.252298
750,28.455976,-16.252298
751,28.455976,-16.252298
752,28.455976,-16.252298
753,28.455976,-16.252298
754,28.467021,-16.258475
755,28.466308,-16.248242
756,28.470733,-16.259209
757,28.47053,-16.262286
758,28.464483,-16.248567
759,28.451702,-16.25575
760,28.451702,-16.25575
761,28.453352,-16.254953
762,28.453352,-16.254953
763,28.453352,-16.254953
764,28.455172,-16.250614
765,28.468905,-16.248901
766,28.468541,-16.247912
767,28.468574,-16.247862
768,28.47269,-16.256031
769,28.472954,-16.253596
770,28.452703,-16.254647
771,28.460841,-16.253473
772,28.467893,-16.255302
773,28.46885,-16.249748
774,28.459838,-16.251568
775,28.461813,-16.265275
776,28.464013,-16.250273
777,28.456282,-16.252158
778,28.468055,-16.259167
779,28.48226,-16.237001
